Original MusicXML File,Converted Kern File,Status
olimpic-1.0-synthetic/samples/6800412/p2-s4.musicxml,converted_kern2/6800412_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6800412/p1-s4.musicxml,converted_kern2/6800412_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6800412/p2-s2.musicxml,converted_kern2/6800412_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6800412/p2-s3.musicxml,converted_kern2/6800412_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6800412/p1-s1.musicxml,converted_kern2/6800412_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6800412/p2-s1.musicxml,converted_kern2/6800412_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6179338/p1-s2.musicxml,converted_kern2/6179338_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6179338/p1-s3.musicxml,converted_kern2/6179338_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6179338/p2-s4.musicxml,converted_kern2/6179338_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6179338/p1-s4.musicxml,converted_kern2/6179338_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6179338/p2-s2.musicxml,converted_kern2/6179338_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6179338/p2-s3.musicxml,converted_kern2/6179338_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6179338/p1-s1.musicxml,converted_kern2/6179338_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6179338/p2-s1.musicxml,converted_kern2/6179338_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5077675/p1-s2.musicxml,converted_kern2/5077675_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5077675/p1-s3.musicxml,converted_kern2/5077675_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5077675/p2-s4.musicxml,converted_kern2/5077675_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5077675/p2-s2.musicxml,converted_kern2/5077675_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5077675/p2-s3.musicxml,converted_kern2/5077675_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5077675/p3-s1.musicxml,converted_kern2/5077675_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5077675/p3-s4.musicxml,converted_kern2/5077675_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5077675/p1-s1.musicxml,converted_kern2/5077675_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5077675/p2-s1.musicxml,converted_kern2/5077675_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5077675/p3-s3.musicxml,converted_kern2/5077675_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5077675/p3-s2.musicxml,converted_kern2/5077675_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5846100/p4-s2.musicxml,converted_kern2/5846100_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5846100/p4-s3.musicxml,converted_kern2/5846100_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5846100/p1-s2.musicxml,converted_kern2/5846100_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5846100/p1-s3.musicxml,converted_kern2/5846100_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5846100/p2-s4.musicxml,converted_kern2/5846100_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5846100/p1-s4.musicxml,converted_kern2/5846100_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5846100/p2-s2.musicxml,converted_kern2/5846100_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5846100/p2-s3.musicxml,converted_kern2/5846100_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5846100/p3-s1.musicxml,converted_kern2/5846100_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5846100/p4-s4.musicxml,converted_kern2/5846100_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5846100/p3-s4.musicxml,converted_kern2/5846100_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5846100/p1-s1.musicxml,converted_kern2/5846100_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5846100/p4-s1.musicxml,converted_kern2/5846100_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5846100/p2-s1.musicxml,converted_kern2/5846100_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5846100/p3-s3.musicxml,converted_kern2/5846100_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5846100/p3-s2.musicxml,converted_kern2/5846100_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5098685/p1-s2.musicxml,converted_kern2/5098685_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5098685/p1-s3.musicxml,converted_kern2/5098685_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5098685/p2-s4.musicxml,converted_kern2/5098685_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5098685/p1-s4.musicxml,converted_kern2/5098685_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5098685/p2-s2.musicxml,converted_kern2/5098685_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5098685/p2-s3.musicxml,converted_kern2/5098685_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5098685/p1-s1.musicxml,converted_kern2/5098685_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5098685/p2-s1.musicxml,converted_kern2/5098685_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5000388/p1-s2.musicxml,converted_kern2/5000388_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5000388/p1-s3.musicxml,converted_kern2/5000388_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5000388/p2-s5.musicxml,converted_kern2/5000388_p2-s5.krn,Failure
olimpic-1.0-synthetic/samples/5000388/p2-s4.musicxml,converted_kern2/5000388_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5000388/p1-s4.musicxml,converted_kern2/5000388_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5000388/p2-s2.musicxml,converted_kern2/5000388_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5000388/p2-s3.musicxml,converted_kern2/5000388_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5000388/p1-s1.musicxml,converted_kern2/5000388_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5000388/p2-s1.musicxml,converted_kern2/5000388_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5726490/p1-s2.musicxml,converted_kern2/5726490_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5726490/p1-s3.musicxml,converted_kern2/5726490_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5726490/p2-s4.musicxml,converted_kern2/5726490_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5726490/p2-s2.musicxml,converted_kern2/5726490_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5726490/p2-s3.musicxml,converted_kern2/5726490_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5726490/p3-s1.musicxml,converted_kern2/5726490_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5726490/p3-s4.musicxml,converted_kern2/5726490_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5726490/p1-s1.musicxml,converted_kern2/5726490_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5726490/p2-s1.musicxml,converted_kern2/5726490_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5726490/p3-s3.musicxml,converted_kern2/5726490_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5726490/p3-s2.musicxml,converted_kern2/5726490_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6609408/p1-s2.musicxml,converted_kern2/6609408_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6609408/p2-s2.musicxml,converted_kern2/6609408_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6609408/p3-s1.musicxml,converted_kern2/6609408_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6609408/p1-s1.musicxml,converted_kern2/6609408_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6609408/p2-s1.musicxml,converted_kern2/6609408_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6609408/p3-s2.musicxml,converted_kern2/6609408_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p7-s4.musicxml,converted_kern2/6156587_p7-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p5-s1.musicxml,converted_kern2/6156587_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p4-s2.musicxml,converted_kern2/6156587_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p4-s3.musicxml,converted_kern2/6156587_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p1-s2.musicxml,converted_kern2/6156587_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p1-s3.musicxml,converted_kern2/6156587_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p2-s4.musicxml,converted_kern2/6156587_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p8-s3.musicxml,converted_kern2/6156587_p8-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p8-s2.musicxml,converted_kern2/6156587_p8-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p1-s4.musicxml,converted_kern2/6156587_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p2-s2.musicxml,converted_kern2/6156587_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p2-s3.musicxml,converted_kern2/6156587_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p3-s1.musicxml,converted_kern2/6156587_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p8-s4.musicxml,converted_kern2/6156587_p8-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p7-s2.musicxml,converted_kern2/6156587_p7-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p7-s3.musicxml,converted_kern2/6156587_p7-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p6-s1.musicxml,converted_kern2/6156587_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p4-s4.musicxml,converted_kern2/6156587_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p3-s4.musicxml,converted_kern2/6156587_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p8-s1.musicxml,converted_kern2/6156587_p8-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p1-s1.musicxml,converted_kern2/6156587_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p5-s3.musicxml,converted_kern2/6156587_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p5-s2.musicxml,converted_kern2/6156587_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p4-s1.musicxml,converted_kern2/6156587_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p6-s4.musicxml,converted_kern2/6156587_p6-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p5-s4.musicxml,converted_kern2/6156587_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/6156587/p7-s1.musicxml,converted_kern2/6156587_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p6-s3.musicxml,converted_kern2/6156587_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p6-s2.musicxml,converted_kern2/6156587_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/6156587/p2-s1.musicxml,converted_kern2/6156587_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6156587/p3-s3.musicxml,converted_kern2/6156587_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6156587/p3-s2.musicxml,converted_kern2/6156587_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5098678/p4-s2.musicxml,converted_kern2/5098678_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5098678/p4-s3.musicxml,converted_kern2/5098678_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5098678/p1-s2.musicxml,converted_kern2/5098678_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5098678/p1-s3.musicxml,converted_kern2/5098678_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5098678/p2-s4.musicxml,converted_kern2/5098678_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5098678/p1-s4.musicxml,converted_kern2/5098678_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5098678/p2-s2.musicxml,converted_kern2/5098678_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5098678/p2-s3.musicxml,converted_kern2/5098678_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5098678/p3-s1.musicxml,converted_kern2/5098678_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5098678/p4-s4.musicxml,converted_kern2/5098678_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5098678/p3-s4.musicxml,converted_kern2/5098678_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5098678/p1-s1.musicxml,converted_kern2/5098678_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5098678/p4-s1.musicxml,converted_kern2/5098678_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5098678/p2-s1.musicxml,converted_kern2/5098678_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5098678/p3-s3.musicxml,converted_kern2/5098678_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5098678/p3-s2.musicxml,converted_kern2/5098678_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p7-s4.musicxml,converted_kern2/5862368_p7-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p5-s1.musicxml,converted_kern2/5862368_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p4-s2.musicxml,converted_kern2/5862368_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p4-s3.musicxml,converted_kern2/5862368_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p1-s2.musicxml,converted_kern2/5862368_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p1-s3.musicxml,converted_kern2/5862368_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p2-s4.musicxml,converted_kern2/5862368_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p2-s2.musicxml,converted_kern2/5862368_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p2-s3.musicxml,converted_kern2/5862368_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p3-s1.musicxml,converted_kern2/5862368_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p7-s2.musicxml,converted_kern2/5862368_p7-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p7-s3.musicxml,converted_kern2/5862368_p7-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p6-s1.musicxml,converted_kern2/5862368_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p4-s4.musicxml,converted_kern2/5862368_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p3-s4.musicxml,converted_kern2/5862368_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p1-s1.musicxml,converted_kern2/5862368_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p5-s3.musicxml,converted_kern2/5862368_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p5-s2.musicxml,converted_kern2/5862368_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p4-s1.musicxml,converted_kern2/5862368_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p6-s4.musicxml,converted_kern2/5862368_p6-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p5-s4.musicxml,converted_kern2/5862368_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/5862368/p7-s1.musicxml,converted_kern2/5862368_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p6-s3.musicxml,converted_kern2/5862368_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p6-s2.musicxml,converted_kern2/5862368_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/5862368/p2-s1.musicxml,converted_kern2/5862368_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5862368/p3-s3.musicxml,converted_kern2/5862368_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5862368/p3-s2.musicxml,converted_kern2/5862368_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p5-s1.musicxml,converted_kern2/5991473_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p4-s2.musicxml,converted_kern2/5991473_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p4-s3.musicxml,converted_kern2/5991473_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p1-s2.musicxml,converted_kern2/5991473_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p1-s3.musicxml,converted_kern2/5991473_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p2-s2.musicxml,converted_kern2/5991473_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p2-s3.musicxml,converted_kern2/5991473_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p3-s1.musicxml,converted_kern2/5991473_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p7-s2.musicxml,converted_kern2/5991473_p7-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p6-s1.musicxml,converted_kern2/5991473_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p1-s1.musicxml,converted_kern2/5991473_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p5-s3.musicxml,converted_kern2/5991473_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p5-s2.musicxml,converted_kern2/5991473_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p4-s1.musicxml,converted_kern2/5991473_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p7-s1.musicxml,converted_kern2/5991473_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p6-s3.musicxml,converted_kern2/5991473_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p6-s2.musicxml,converted_kern2/5991473_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/5991473/p2-s1.musicxml,converted_kern2/5991473_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5991473/p3-s3.musicxml,converted_kern2/5991473_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5991473/p3-s2.musicxml,converted_kern2/5991473_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6053984/p1-s2.musicxml,converted_kern2/6053984_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6053984/p1-s1.musicxml,converted_kern2/6053984_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5058657/p1-s2.musicxml,converted_kern2/5058657_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5058657/p1-s3.musicxml,converted_kern2/5058657_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5058657/p2-s4.musicxml,converted_kern2/5058657_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5058657/p1-s4.musicxml,converted_kern2/5058657_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5058657/p2-s2.musicxml,converted_kern2/5058657_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5058657/p2-s3.musicxml,converted_kern2/5058657_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5058657/p1-s1.musicxml,converted_kern2/5058657_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5058657/p2-s1.musicxml,converted_kern2/5058657_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5002041/p1-s2.musicxml,converted_kern2/5002041_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5002041/p1-s3.musicxml,converted_kern2/5002041_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5002041/p1-s1.musicxml,converted_kern2/5002041_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6209607/p4-s2.musicxml,converted_kern2/6209607_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6209607/p4-s3.musicxml,converted_kern2/6209607_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6209607/p1-s2.musicxml,converted_kern2/6209607_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6209607/p1-s3.musicxml,converted_kern2/6209607_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6209607/p2-s4.musicxml,converted_kern2/6209607_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6209607/p2-s2.musicxml,converted_kern2/6209607_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6209607/p2-s3.musicxml,converted_kern2/6209607_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6209607/p3-s1.musicxml,converted_kern2/6209607_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6209607/p4-s4.musicxml,converted_kern2/6209607_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/6209607/p3-s4.musicxml,converted_kern2/6209607_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6209607/p1-s1.musicxml,converted_kern2/6209607_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6209607/p4-s1.musicxml,converted_kern2/6209607_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6209607/p2-s1.musicxml,converted_kern2/6209607_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6209607/p3-s3.musicxml,converted_kern2/6209607_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6209607/p3-s2.musicxml,converted_kern2/6209607_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p7-s5.musicxml,converted_kern2/5077482_p7-s5.krn,Success
olimpic-1.0-synthetic/samples/5077482/p7-s4.musicxml,converted_kern2/5077482_p7-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p5-s1.musicxml,converted_kern2/5077482_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p4-s2.musicxml,converted_kern2/5077482_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p4-s3.musicxml,converted_kern2/5077482_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p1-s2.musicxml,converted_kern2/5077482_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p1-s3.musicxml,converted_kern2/5077482_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p2-s5.musicxml,converted_kern2/5077482_p2-s5.krn,Success
olimpic-1.0-synthetic/samples/5077482/p2-s4.musicxml,converted_kern2/5077482_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p1-s4.musicxml,converted_kern2/5077482_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p2-s2.musicxml,converted_kern2/5077482_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p2-s3.musicxml,converted_kern2/5077482_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p3-s1.musicxml,converted_kern2/5077482_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p7-s2.musicxml,converted_kern2/5077482_p7-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p7-s3.musicxml,converted_kern2/5077482_p7-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p6-s1.musicxml,converted_kern2/5077482_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p4-s4.musicxml,converted_kern2/5077482_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p3-s4.musicxml,converted_kern2/5077482_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p1-s1.musicxml,converted_kern2/5077482_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p5-s3.musicxml,converted_kern2/5077482_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p5-s2.musicxml,converted_kern2/5077482_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p4-s1.musicxml,converted_kern2/5077482_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p6-s4.musicxml,converted_kern2/5077482_p6-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p5-s4.musicxml,converted_kern2/5077482_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/5077482/p5-s5.musicxml,converted_kern2/5077482_p5-s5.krn,Success
olimpic-1.0-synthetic/samples/5077482/p7-s1.musicxml,converted_kern2/5077482_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p6-s3.musicxml,converted_kern2/5077482_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p6-s2.musicxml,converted_kern2/5077482_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/5077482/p2-s1.musicxml,converted_kern2/5077482_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5077482/p3-s3.musicxml,converted_kern2/5077482_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5077482/p3-s2.musicxml,converted_kern2/5077482_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6914397/p1-s2.musicxml,converted_kern2/6914397_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6914397/p1-s3.musicxml,converted_kern2/6914397_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6914397/p2-s4.musicxml,converted_kern2/6914397_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6914397/p1-s4.musicxml,converted_kern2/6914397_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6914397/p2-s2.musicxml,converted_kern2/6914397_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6914397/p2-s3.musicxml,converted_kern2/6914397_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6914397/p3-s1.musicxml,converted_kern2/6914397_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6914397/p3-s4.musicxml,converted_kern2/6914397_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6914397/p1-s1.musicxml,converted_kern2/6914397_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6914397/p2-s1.musicxml,converted_kern2/6914397_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6914397/p3-s3.musicxml,converted_kern2/6914397_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6914397/p3-s2.musicxml,converted_kern2/6914397_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5163799/p5-s1.musicxml,converted_kern2/5163799_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/5163799/p4-s2.musicxml,converted_kern2/5163799_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5163799/p4-s3.musicxml,converted_kern2/5163799_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5163799/p1-s2.musicxml,converted_kern2/5163799_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5163799/p1-s3.musicxml,converted_kern2/5163799_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5163799/p2-s4.musicxml,converted_kern2/5163799_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5163799/p1-s4.musicxml,converted_kern2/5163799_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5163799/p2-s2.musicxml,converted_kern2/5163799_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5163799/p2-s3.musicxml,converted_kern2/5163799_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5163799/p3-s1.musicxml,converted_kern2/5163799_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5163799/p6-s1.musicxml,converted_kern2/5163799_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/5163799/p4-s4.musicxml,converted_kern2/5163799_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5163799/p3-s4.musicxml,converted_kern2/5163799_p3-s4.krn,Success
